업체명	x인자 No.	통화	No	2015 Q1	2015 Q2	2015 Q3	2015 Q4	2016 Q1	2016 Q2	2016 Q3	2016 Q4	2017 Q1	2017 Q2	2017 Q3	2017 Q4	2018 Q1	2018 Q2	2018 Q3	2018 Q4	2019 Q1	2019 Q2	2019 Q3	2019 Q4	2020 Q1	2020 Q2	2020 Q3	2020 Q4	2021 Q1	2021 Q2	2021 Q3	2021 Q4	2022 Q1	2022 Q2	2022 Q3	2022 Q4	2023 Q1	2023 Q2	2023 Q3	2023 Q4	2024 Q1	2024 Q2	2024 Q3	2024 Q4	2025 Q1	2025 Q2	2025 Q3	2025 Q4
FANUC		JPY	5	5,135,917,000,000	5,135,917,000,000	5,135,917,000,000	5,135,917,000,000	3,414,443,000,000	3,414,443,000,000	3,414,443,000,000	3,414,443,000,000	4,423,891,000,000	4,423,891,000,000	4,423,891,000,000	4,423,891,000,000	5,225,980,000,000	5,225,980,000,000	5,225,980,000,000	5,225,980,000,000	3,659,550,000,000	3,659,550,000,000	3,659,550,000,000	3,659,550,000,000	2,812,301,000,000	2,812,301,000,000	2,812,301,000,000	2,812,301,000,000	5,022,747,000,000	5,022,747,000,000	5,022,747,000,000	5,022,747,000,000	4,151,942,000,000	4,151,942,000,000	4,151,942,000,000	4,151,942,000,000	4,535,956,000,000	4,535,956,000,000	4,535,956,000,000	4,535,956,000,000	3,957,551,000,000	3,957,551,000,000	3,957,551,000,000	3,957,551,000,000	3,789,060,000,000	3,789,060,000,000	3,789,060,000,000	3,789,060,000,000
FUJI ELECTRIC		JPY	4	29,041,000,000	29,041,000,000	29,041,000,000	29,041,000,000	27,651,000,000	27,651,000,000	27,651,000,000	27,651,000,000	18,085,000,000	18,085,000,000	18,085,000,000	18,085,000,000	12,279,000,000	12,279,000,000	12,279,000,000	12,279,000,000	15,932,000,000	15,932,000,000	15,932,000,000	15,932,000,000	22,699,000,000	22,699,000,000	22,699,000,000	22,699,000,000	20,578,000,000	20,578,000,000	20,578,000,000	20,578,000,000	59,320,000,000	59,320,000,000	59,320,000,000	59,320,000,000	61,080,000,000	61,080,000,000	61,080,000,000	61,080,000,000	68,311,000,000	68,311,000,000	68,311,000,000	68,311,000,000	88,333,000,000	88,333,000,000	88,333,000,000	88,333,000,000
FUJI ELECTRIC		JPY	5	405,102,000,000	405,102,000,000	405,102,000,000	405,102,000,000	277,879,000,000	277,879,000,000	277,879,000,000	277,879,000,000	472,180,000,000	472,180,000,000	472,180,000,000	472,180,000,000	517,109,000,000	517,109,000,000	517,109,000,000	517,109,000,000	448,548,000,000	448,548,000,000	448,548,000,000	448,548,000,000	349,824,000,000	349,824,000,000	349,824,000,000	349,824,000,000	658,492,000,000	658,492,000,000	658,492,000,000	658,492,000,000	879,874,000,000	879,874,000,000	879,874,000,000	879,874,000,000	742,741,000,000	742,741,000,000	742,741,000,000	742,741,000,000	1,464,020,000,000	1,464,020,000,000	1,464,020,000,000	1,464,020,000,000	899,247,000,000	899,247,000,000	899,247,000,000	899,247,000,000
general elctric		USD	4	7,309,000,000	7,309,000,000	7,309,000,000	7,309,000,000	3,758,000,000	3,758,000,000	3,758,000,000	3,758,000,000	4,132,000,000	4,132,000,000	4,132,000,000	4,132,000,000	3,302,000,000	3,302,000,000	3,302,000,000	3,302,000,000	2,216,000,000	2,216,000,000	2,216,000,000	2,216,000,000	1,579,000,000	1,579,000,000	1,579,000,000	1,579,000,000	1,250,000,000	1,250,000,000	1,250,000,000	1,250,000,000	1,371,000,000	1,371,000,000	1,371,000,000	1,371,000,000	1,595,000,000	1,595,000,000	1,595,000,000	1,595,000,000	1,032,000,000	1,032,000,000	1,032,000,000	1,032,000,000	1,127,000,000	1,127,000,000	1,127,000,000	1,127,000,000
general elctric		USD	5	293,990,000,000	293,990,000,000	293,990,000,000	293,990,000,000	279,546,000,000	279,546,000,000	279,546,000,000	279,546,000,000	151,328,000,000	151,328,000,000	151,328,000,000	151,328,000,000	65,845,000,000	65,845,000,000	65,845,000,000	65,845,000,000	97,466,000,000	97,466,000,000	97,466,000,000	97,466,000,000	94,607,000,000	94,607,000,000	94,607,000,000	94,607,000,000	103,696,000,000	103,696,000,000	103,696,000,000	103,696,000,000	91,555,000,000	91,555,000,000	91,555,000,000	91,555,000,000	138,911,000,000	138,911,000,000	138,911,000,000	138,911,000,000	180,516,000,000	180,516,000,000	180,516,000,000	180,516,000,000	213,476,000,000	213,476,000,000	213,476,000,000	213,476,000,000
Global Foundry		USD	4		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 	1,766,000,000	1,766,000,000	1,766,000,000	1,766,000,000	3,059,000,000	3,059,000,000	3,059,000,000	3,059,000,000	1,804,000,000	1,804,000,000	1,804,000,000	1,804,000,000	228,000,000	228,000,000	228,000,000	228,000,000	703,400,000	703,400,000	703,400,000	703,400,000
Global Foundry		USD	5		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 		 - 	 - 	 - 	34,554,000,000	34,554,000,000	34,554,000,000	34,554,000,000	29,374,000,000	29,374,000,000	29,374,000,000	29,374,000,000	33,524,000,000	33,524,000,000	33,524,000,000	33,524,000,000	23,714,000,000	23,714,000,000	23,714,000,000	23,714,000,000	20,408,000,000	20,408,000,000	20,408,000,000	20,408,000,000
Hyundai Electric		KRW	4		 - 	 - 	 - 		 - 	 - 	 - 	38,230,000	38,230,000	38,230,000	38,230,000	54,260,000	54,260,000	54,260,000	54,260,000	146,700,000	146,700,000	146,700,000	146,700,000	56,810,000	56,810,000	56,810,000	56,810,000	27,700,000	27,700,000	27,700,000	27,700,000	33,260,000	33,260,000	33,260,000	33,260,000	75,380,000	75,380,000	75,380,000	75,380,000		 - 	 - 	 - 	125,300,000	125,300,000	125,300,000	125,300,000
Hyundai Electric		KRW	5		 - 	 - 	 - 		 - 	 - 	 - 	584,832,000,000	584,832,000,000	584,832,000,000	584,832,000,000	449,512,000,000	449,512,000,000	449,512,000,000	449,512,000,000	415,716,000,000	415,716,000,000	415,716,000,000	415,716,000,000	590,280,000,000	590,280,000,000	590,280,000,000	590,280,000,000	716,255,000,000	716,255,000,000	716,255,000,000	716,255,000,000	1,529,690,000,000	1,529,690,000,000	1,529,690,000,000	1,529,690,000,000	2,958,600,000,000	2,958,600,000,000	2,958,600,000,000	2,958,600,000,000	13,749,213,000,000	13,749,213,000,000	13,749,213,000,000	13,749,213,000,000	10,509,870,000,000	10,509,870,000,000	10,509,870,000,000	10,509,870,000,000
Hitachi		JPY	4	850,900,000,000	850,900,000,000	850,900,000,000	850,900,000,000	528,500,000,000	528,500,000,000	528,500,000,000	528,500,000,000	316,116,000,000	316,116,000,000	316,116,000,000	316,116,000,000	349,388,000,000	349,388,000,000	349,388,000,000	349,388,000,000	382,351,000,000	382,351,000,000	382,351,000,000	382,351,000,000	322,894,000,000	322,894,000,000	322,894,000,000	322,894,000,000	254,750,000,000	254,750,000,000	254,750,000,000	254,750,000,000	296,968,000,000	296,968,000,000	296,968,000,000	296,968,000,000	252,638,000,000	252,638,000,000	252,638,000,000	252,638,000,000	232,874,000,000	232,874,000,000	232,874,000,000	232,874,000,000	349,800,000,000	349,800,000,000	349,800,000,000	349,800,000,000
Hitachi		JPY	5	3,974,973,000,000	3,974,973,000,000	3,974,973,000,000	3,974,973,000,000	2,542,626,000,000	2,542,626,000,000	2,542,626,000,000	2,542,626,000,000	2,908,967,000,000	2,908,967,000,000	2,908,967,000,000	2,908,967,000,000	3,721,208,000,000	3,721,208,000,000	3,721,208,000,000	3,721,208,000,000	3,461,688,000,000	3,461,688,000,000	3,461,688,000,000	3,461,688,000,000	3,036,819,000,000	3,036,819,000,000	3,036,819,000,000	3,036,819,000,000	4,838,080,000,000	4,838,080,000,000	4,838,080,000,000	4,838,080,000,000	5,962,899,000,000	5,962,899,000,000	5,962,899,000,000	5,962,899,000,000	6,799,327,000,000	6,799,327,000,000	6,799,327,000,000	6,799,327,000,000	12,884,851,000,000	12,884,851,000,000	12,884,851,000,000	12,884,851,000,000	15,830,341,000,000	15,830,341,000,000	15,830,341,000,000	15,830,341,000,000
Honeywell International		USD	4	1,073,000,000	1,073,000,000	1,073,000,000	1,073,000,000	1,095,000,000	1,095,000,000	1,095,000,000	1,095,000,000	1,031,000,000	1,031,000,000	1,031,000,000	1,031,000,000	828,000,000	828,000,000	828,000,000	828,000,000	839,000,000	839,000,000	839,000,000	839,000,000	906,000,000	906,000,000	906,000,000	906,000,000	895,000,000	895,000,000	895,000,000	895,000,000	766,000,000	766,000,000	766,000,000	766,000,000	1,039,000,000	1,039,000,000	1,039,000,000	1,039,000,000	1,164,000,000	1,164,000,000	1,164,000,000	1,164,000,000	1,214,000,000	1,214,000,000	1,214,000,000	1,214,000,000
Honeywell International		USD	5	79,821,000,000	79,821,000,000	79,821,000,000	79,821,000,000	88,292,000,000	88,292,000,000	88,292,000,000	88,292,000,000	116,064,000,000	116,064,000,000	116,064,000,000	116,064,000,000	97,807,000,000	97,807,000,000	97,807,000,000	97,807,000,000	126,472,000,000	126,472,000,000	126,472,000,000	126,472,000,000	149,249,000,000	149,249,000,000	149,249,000,000	149,249,000,000	143,543,000,000	143,543,000,000	143,543,000,000	143,543,000,000	144,079,000,000	144,079,000,000	144,079,000,000	144,079,000,000	138,251,000,000	138,251,000,000	138,251,000,000	138,251,000,000	146,884,000,000	146,884,000,000	146,884,000,000	146,884,000,000	137,377,000,000	137,377,000,000	137,377,000,000	137,377,000,000
HP		USD	4	3,603,000,000	3,603,000,000	3,603,000,000	3,603,000,000	433,000,000	433,000,000	433,000,000	433,000,000	402,000,000	402,000,000	402,000,000	402,000,000	546,000,000	546,000,000	546,000,000	546,000,000	671,000,000	671,000,000	671,000,000	671,000,000	580,000,000	580,000,000	580,000,000	580,000,000	582,000,000	582,000,000	582,000,000	582,000,000	791,000,000	791,000,000	791,000,000	791,000,000	609,000,000	609,000,000	609,000,000	609,000,000	592,000,000	592,000,000	592,000,000	592,000,000	754,000,000	754,000,000	754,000,000	754,000,000
HP		USD	5	46,528,000,000	46,528,000,000	46,528,000,000	46,528,000,000	24,791,000,000	24,791,000,000	24,791,000,000	24,791,000,000	 S 	 S 	 S 	 S 	38,199,000,000	38,199,000,000	38,199,000,000	38,199,000,000	25,741,000,000	25,741,000,000	25,741,000,000	25,741,000,000	24,668,000,000	24,668,000,000	24,668,000,000	24,668,000,000	34,956,000,000	34,956,000,000	34,956,000,000	34,956,000,000	31,833,000,000	31,833,000,000	31,833,000,000	31,833,000,000	26,021,000,000	26,021,000,000	26,021,000,000	26,021,000,000	34,231,000,000	34,231,000,000	34,231,000,000	34,231,000,000	26,103,000,000	26,103,000,000	26,103,000,000	26,103,000,000
Hua Hong Semiconductor Limited		USD	4	175,500,000	175,500,000	175,500,000	175,500,000	172,600,000	172,600,000	172,600,000	172,600,000	135,800,000	135,800,000	135,800,000	135,800,000	238,600,000	238,600,000	238,600,000	238,600,000	922,300,000	922,300,000	922,300,000	922,300,000	1,087,000,000	1,087,000,000	1,087,000,000	1,087,000,000	938,900,000	938,900,000	938,900,000	938,900,000	996,200,000	996,200,000	996,200,000	996,200,000	885,000,000	885,000,000	885,000,000	885,000,000	2,722,000,000	2,722,000,000	2,722,000,000	2,722,000,000	2,461,000,000	2,461,000,000	2,461,000,000	2,461,000,000
Hua Hong Semiconductor Limited		USD	5	1,005,000,000	1,005,000,000	1,005,000,000	1,005,000,000	1,155,000,000	1,155,000,000	1,155,000,000	1,155,000,000	2,200,000,000	2,200,000,000	2,200,000,000	2,200,000,000	2,377,000,000	2,377,000,000	2,377,000,000	2,377,000,000	2,932,000,000	2,932,000,000	2,932,000,000	2,932,000,000	7,365,000,000	7,365,000,000	7,365,000,000	7,365,000,000	7,175,000,000	7,175,000,000	7,175,000,000	7,175,000,000	4,567,000,000	4,567,000,000	4,567,000,000	4,567,000,000	5,623,000,000	5,623,000,000	5,623,000,000	5,623,000,000	6,249,000,000	6,249,000,000	6,249,000,000	6,249,000,000	7,804,000,000	7,804,000,000	7,804,000,000	7,804,000,000
현대차		KRW	4	8,142,000,000	8,142,000,000	8,142,000,000	8,142,000,000	2,971,000,000	2,971,000,000	2,971,000,000	2,971,000,000	3,055,000,000	3,055,000,000	3,055,000,000	3,055,000,000	3,226,000,000	3,226,000,000	3,226,000,000	3,226,000,000	3,587,000,000	3,587,000,000	3,587,000,000	3,587,000,000	4,688,000,000	4,688,000,000	4,688,000,000	4,688,000,000	4,304,000,000	4,304,000,000	4,304,000,000	4,304,000,000	4,015,000,000	4,015,000,000	4,015,000,000	4,015,000,000	7,071,000,000	7,071,000,000	7,071,000,000	7,071,000,000	8,061,000,000	8,061,000,000	8,061,000,000	8,061,000,000	7,449,000,000	7,449,000,000	7,449,000,000	7,449,000,000
현대차		KRW	5	33,212,500,000,000	33,212,500,000,000	33,212,500,000,000	33,212,500,000,000	32,422,196,000,000	32,422,196,000,000	32,422,196,000,000	32,422,196,000,000	34,446,891,000,000	34,446,891,000,000	34,446,891,000,000	34,446,891,000,000	25,308,067,000,000	25,308,067,000,000	25,308,067,000,000	25,308,067,000,000	26,034,130,000,000	26,034,130,000,000	26,034,130,000,000	26,034,130,000,000	40,472,779,000,000	40,472,779,000,000	40,472,779,000,000	40,472,779,000,000	44,172,223,000,000	44,172,223,000,000	44,172,223,000,000	44,172,223,000,000	31,970,854,000,000	31,970,854,000,000	31,970,854,000,000	31,970,854,000,000	43,773,850,000,000	43,773,850,000,000	43,773,850,000,000	43,773,850,000,000	46,558,074,000,000	46,558,074,000,000	46,558,074,000,000	46,558,074,000,000	43,021,768,000,000	43,021,768,000,000	43,021,768,000,000	43,021,768,000,000
Infineon		EUR	4	646,000,000	646,000,000	646,000,000	646,000,000	716,000,000	716,000,000	716,000,000	716,000,000	1,022,000,000	1,022,000,000	1,022,000,000	1,022,000,000	1,254,000,000	1,254,000,000	1,254,000,000	1,254,000,000	1,451,000,000	1,451,000,000	1,451,000,000	1,451,000,000	915,000,000	915,000,000	915,000,000	915,000,000	1,497,000,000	1,497,000,000	1,497,000,000	1,497,000,000	2,310,000,000	2,310,000,000	2,310,000,000	2,310,000,000	2,994,000,000	2,994,000,000	2,994,000,000	2,994,000,000	2,719,000,000	2,719,000,000	2,719,000,000	2,719,000,000	2,543,000,000	2,543,000,000	2,543,000,000	2,543,000,000
Infineon		EUR	5	11,294,000,000	11,294,000,000	11,294,000,000	11,294,000,000	17,883,000,000	17,883,000,000	17,883,000,000	17,883,000,000	24,031,000,000	24,031,000,000	24,031,000,000	24,031,000,000	22,123,000,000	22,123,000,000	22,123,000,000	22,123,000,000	20,552,000,000	20,552,000,000	20,552,000,000	20,552,000,000	31,366,000,000	31,366,000,000	31,366,000,000	31,366,000,000	46,229,000,000	46,229,000,000	46,229,000,000	46,229,000,000	29,566,000,000	29,566,000,000	29,566,000,000	29,566,000,000	40,847,000,000	40,847,000,000	40,847,000,000	40,847,000,000	40,814,000,000	40,814,000,000	40,814,000,000	40,814,000,000	39,488,000,000	39,488,000,000	39,488,000,000	39,488,000,000
Onsemi		USD	4	270,800,000	270,800,000	270,800,000	270,800,000	210,700,000	210,700,000	210,700,000	210,700,000	387,500,000	387,500,000	387,500,000	387,500,000	514,800,000	514,800,000	514,800,000	514,800,000	534,600,000	534,600,000	534,600,000	534,600,000	383,600,000	383,600,000	383,600,000	383,600,000	444,600,000	444,600,000	444,600,000	444,600,000	1,005,000,000	1,005,000,000	1,005,000,000	1,005,000,000	1,576,000,000	1,576,000,000	1,576,000,000	1,576,000,000	694,000,000	694,000,000	694,000,000	694,000,000	500,300,000	500,300,000	500,300,000	500,300,000
Onsemi		USD	5	4,044,000,000	4,044,000,000	4,044,000,000	4,044,000,000	5,320,000,000	5,320,000,000	5,320,000,000	5,320,000,000	8,882,000,000	8,882,000,000	8,882,000,000	8,882,000,000	6,950,000,000	6,950,000,000	6,950,000,000	6,950,000,000	10,013,000,000	10,013,000,000	10,013,000,000	10,013,000,000	13,459,000,000	13,459,000,000	13,459,000,000	13,459,000,000	29,262,000,000	29,262,000,000	29,262,000,000	29,262,000,000	26,970,000,000	26,970,000,000	26,970,000,000	26,970,000,000	35,976,000,000	35,976,000,000	35,976,000,000	35,976,000,000	26,847,000,000	26,847,000,000	26,847,000,000	26,847,000,000	17,148,000,000	17,148,000,000	17,148,000,000	17,148,000,000
Qualcomm		USD	4	994,000,000	994,000,000	994,000,000	994,000,000	539,000,000	539,000,000	539,000,000	539,000,000	690,000,000	690,000,000	690,000,000	690,000,000	784,000,000	784,000,000	784,000,000	784,000,000	887,000,000	887,000,000	887,000,000	887,000,000	1,407,000,000	1,407,000,000	1,407,000,000	1,407,000,000	1,888,000,000	1,888,000,000	1,888,000,000	1,888,000,000	2,262,000,000	2,262,000,000	2,262,000,000	2,262,000,000	1,450,000,000	1,450,000,000	1,450,000,000	1,450,000,000	1,041,000,000	1,041,000,000	1,041,000,000	1,041,000,000	1,358,000,000	1,358,000,000	1,358,000,000	1,358,000,000
Qualcomm		USD	5	82,378,000,000	82,378,000,000	82,378,000,000	82,378,000,000	99,398,000,000	99,398,000,000	99,398,000,000	99,398,000,000	76,519,000,000	76,519,000,000	76,519,000,000	76,519,000,000	100,332,000,000	100,332,000,000	100,332,000,000	100,332,000,000	93,156,000,000	93,156,000,000	93,156,000,000	93,156,000,000	132,436,000,000	132,436,000,000	132,436,000,000	132,436,000,000	145,828,000,000	145,828,000,000	145,828,000,000	145,828,000,000	128,965,000,000	128,965,000,000	128,965,000,000	128,965,000,000	123,943,000,000	123,943,000,000	123,943,000,000	123,943,000,000	189,525,000,000	189,525,000,000	189,525,000,000	189,525,000,000	169,799,000,000	169,799,000,000	169,799,000,000	169,799,000,000
Renesas		JPY	4	33,100,000,000	33,100,000,000	33,100,000,000	33,100,000,000	44,864,000,000	44,864,000,000	44,864,000,000	44,864,000,000	114,747,000,000	114,747,000,000	114,747,000,000	114,747,000,000	17,600,000,000	17,600,000,000	17,600,000,000	17,600,000,000	10,800,000,000	10,800,000,000	10,800,000,000	10,800,000,000	22,261,000,000	22,261,000,000	22,261,000,000	22,261,000,000	88,000,000,000	88,000,000,000	88,000,000,000	88,000,000,000	216,400,000,000	216,400,000,000	216,400,000,000	216,400,000,000	88,223,000,000	88,223,000,000	88,223,000,000	88,223,000,000	129,889,000,000	129,889,000,000	129,889,000,000	129,889,000,000	81,410,000,000	81,410,000,000	81,410,000,000	81,410,000,000
Renesas		JPY	5	1,283,684,000,000	1,283,684,000,000	1,283,684,000,000	1,283,684,000,000	1,547,089,000,000	1,547,089,000,000	1,547,089,000,000	1,547,089,000,000	2,189,010,000,000	2,189,010,000,000	2,189,010,000,000	2,189,010,000,000	834,154,000,000	834,154,000,000	834,154,000,000	834,154,000,000	1,281,587,000,000	1,281,587,000,000	1,281,587,000,000	1,281,587,000,000	1,866,244,000,000	1,866,244,000,000	1,866,244,000,000	1,866,244,000,000	2,764,012,000,000	2,764,012,000,000	2,764,012,000,000	2,764,012,000,000	2,118,920,000,000	2,118,920,000,000	2,118,920,000,000	2,118,920,000,000	4,510,709,000,000	4,510,709,000,000	4,510,709,000,000	4,510,709,000,000	3,667,244,000,000	3,667,244,000,000	3,667,244,000,000	3,667,244,000,000	3,567,097,000,000	3,567,097,000,000	3,567,097,000,000	3,567,097,000,000
Rockwell Automation		USD	4	122,900,000	122,900,000	122,900,000	122,900,000	116,900,000	116,900,000	116,900,000	116,900,000	141,700,000	141,700,000	141,700,000	141,700,000	125,500,000	125,500,000	125,500,000	125,500,000	132,800,000	132,800,000	132,800,000	132,800,000	113,900,000	113,900,000	113,900,000	113,900,000	120,300,000	120,300,000	120,300,000	120,300,000	141,100,000	141,100,000	141,100,000	141,100,000	160,500,000	160,500,000	160,500,000	160,500,000	224,700,000	224,700,000	224,700,000	224,700,000	234,000,000	234,000,000	234,000,000	234,000,000
Rockwell Automation		USD	5	13,608,000,000	13,608,000,000	13,608,000,000	13,608,000,000	15,831,000,000	15,831,000,000	15,831,000,000	15,831,000,000	22,875,000,000	22,875,000,000	22,875,000,000	22,875,000,000	23,096,000,000	23,096,000,000	23,096,000,000	23,096,000,000	19,283,000,000	19,283,000,000	19,283,000,000	19,283,000,000	25,592,000,000	25,592,000,000	25,592,000,000	25,592,000,000	34,116,000,000	34,116,000,000	34,116,000,000	34,116,000,000	24,831,000,000	24,831,000,000	24,831,000,000	24,831,000,000	32,835,000,000	32,835,000,000	32,835,000,000	32,835,000,000	30,461,000,000	30,461,000,000	30,461,000,000	30,461,000,000	29,216,000,000	29,216,000,000	29,216,000,000	29,216,000,000
Rohm		JPY	4	48,739,000,000	48,739,000,000	48,739,000,000	48,739,000,000	56,686,000,000	56,686,000,000	56,686,000,000	56,686,000,000	42,182,000,000	42,182,000,000	42,182,000,000	42,182,000,000	55,911,000,000	55,911,000,000	55,911,000,000	55,911,000,000	57,291,000,000	57,291,000,000	57,291,000,000	57,291,000,000	38,941,000,000	38,941,000,000	38,941,000,000	38,941,000,000	44,114,000,000	44,114,000,000	44,114,000,000	44,114,000,000	79,985,000,000	79,985,000,000	79,985,000,000	79,985,000,000	126,116,000,000	126,116,000,000	126,116,000,000	126,116,000,000	186,755,000,000	186,755,000,000	186,755,000,000	186,755,000,000	149,000,000,000	149,000,000,000	149,000,000,000	149,000,000,000
Rohm		JPY	5	887,231,000,000	887,231,000,000	887,231,000,000	887,231,000,000	501,380,000,000	501,380,000,000	501,380,000,000	501,380,000,000	782,738,000,000	782,738,000,000	782,738,000,000	782,738,000,000	1,071,496,000,000	1,071,496,000,000	1,071,496,000,000	1,071,496,000,000	712,817,000,000	712,817,000,000	712,817,000,000	712,817,000,000	596,577,000,000	596,577,000,000	596,577,000,000	596,577,000,000	1,060,845,000,000	1,060,845,000,000	1,060,845,000,000	1,060,845,000,000	941,148,000,000	941,148,000,000	941,148,000,000	941,148,000,000	1,076,627,000,000	1,076,627,000,000	1,076,627,000,000	1,076,627,000,000	937,258,000,000	937,258,000,000	937,258,000,000	937,258,000,000	551,375,000,000	551,375,000,000	551,375,000,000	551,375,000,000
SAIC		CNY?	4	15,427,000,000	15,427,000,000	15,427,000,000	15,427,000,000	15,955,000,000	15,955,000,000	15,955,000,000	15,955,000,000	25,412,000,000	25,412,000,000	25,412,000,000	25,412,000,000	30,319,000,000	30,319,000,000	30,319,000,000	30,319,000,000	25,079,000,000	25,079,000,000	25,079,000,000	25,079,000,000	14,214,000,000	14,214,000,000	14,214,000,000	14,214,000,000	16,654,000,000	16,654,000,000	16,654,000,000	16,654,000,000	20,516,000,000	20,516,000,000	20,516,000,000	20,516,000,000	19,031,000,000	19,031,000,000	19,031,000,000	19,031,000,000	22,599,000,000	22,599,000,000	22,599,000,000	22,599,000,000	24,525,000,000	24,525,000,000	24,525,000,000	24,525,000,000
SAIC		CNY?	5	233,963,000,000	233,963,000,000	233,963,000,000	233,963,000,000	258,550,000,000	258,550,000,000	258,550,000,000	258,550,000,000	374,338,000,000	374,338,000,000	374,338,000,000	374,338,000,000	311,598,000,000	311,598,000,000	311,598,000,000	311,598,000,000	278,651,000,000	278,651,000,000	278,651,000,000	278,651,000,000	283,831,000,000	283,831,000,000	283,831,000,000	283,831,000,000	238,354,000,000	238,354,000,000	238,354,000,000	238,354,000,000	165,647,000,000	165,647,000,000	165,647,000,000	165,647,000,000	155,276,000,000	155,276,000,000	155,276,000,000	155,276,000,000	180,399,000,000	180,399,000,000	180,399,000,000	180,399,000,000	180,399,000,000	180,399,000,000	180,399,000,000	180,399,000,000
SEC		KRW	4	25,880,000,000	25,880,000,000	25,880,000,000	25,880,000,000	24,140,000,000	24,140,000,000	24,140,000,000	24,140,000,000	42,790,000,000	42,790,000,000	42,790,000,000	42,790,000,000	29,560,000,000	29,560,000,000	29,560,000,000	29,560,000,000	25,370,000,000	25,370,000,000	25,370,000,000	25,370,000,000	37,590,000,000	37,590,000,000	37,590,000,000	37,590,000,000	47,120,000,000	47,120,000,000	47,120,000,000	47,120,000,000	49,430,000,000	49,430,000,000	49,430,000,000	49,430,000,000	57,610,000,000	57,610,000,000	57,610,000,000	57,610,000,000	51,410,000,000	51,410,000,000	51,410,000,000	51,410,000,000	53,201,000,000	53,201,000,000	53,201,000,000	53,201,000,000
SEC		KRW	5	184,321,614,000,000	184,321,614,000,000	184,321,614,000,000	184,321,614,000,000	243,755,188,000,000	243,755,188,000,000	243,755,188,000,000	243,755,188,000,000	340,802,979,000,000	340,802,979,000,000	340,802,979,000,000	340,802,979,000,000	257,157,237,000,000	257,157,237,000,000	257,157,237,000,000	257,157,237,000,000	370,472,922,000,000	370,472,922,000,000	370,472,922,000,000	370,472,922,000,000	544,116,848,000,000	544,116,848,000,000	544,116,848,000,000	544,116,848,000,000	526,023,507,000,000	526,023,507,000,000	526,023,507,000,000	526,023,507,000,000	371,684,753,000,000	371,684,753,000,000	371,684,753,000,000	371,684,753,000,000	519,893,772,000,000	519,893,772,000,000	519,893,772,000,000	519,893,772,000,000	353,964,024,000,000	353,964,024,000,000	353,964,024,000,000	353,964,024,000,000	380,669,076,000,000	380,669,076,000,000	380,669,076,000,000	380,669,076,000,000
Toshiba		 JPY 	4	-6,800,000,000	-6,800,000,000	-6,800,000,000	-6,800,000,000	-8,720,000,000	-8,720,000,000	-8,720,000,000	-8,720,000,000	-6,360,000,000	-6,360,000,000	-6,360,000,000	-6,360,000,000	-8,210,000,000	-8,210,000,000	-8,210,000,000	-8,210,000,000	-9,350,000,000	-9,350,000,000	-9,350,000,000	-9,350,000,000	-9,920,000,000	-9,920,000,000	-9,920,000,000	-9,920,000,000	-6,990,000,000	-6,990,000,000	-6,990,000,000	-6,990,000,000	-6,850,000,000	-6,850,000,000	-6,850,000,000	-6,850,000,000	-8,330,000,000	-8,330,000,000	-8,330,000,000	-8,330,000,000	-12,410,000,000	-12,410,000,000	-12,410,000,000	-12,410,000,000		 - 	 - 	 - 
Toshiba		 JPY 	5	218,304,000,000	218,304,000,000	218,304,000,000	218,304,000,000	121,371,000,000	121,371,000,000	121,371,000,000	121,371,000,000	171,163,000,000	171,163,000,000	171,163,000,000	171,163,000,000	172,518,000,000	172,518,000,000	172,518,000,000	172,518,000,000	168,999,000,000	168,999,000,000	168,999,000,000	168,999,000,000	186,955,000,000	186,955,000,000	186,955,000,000	186,955,000,000	223,081,000,000	223,081,000,000	223,081,000,000	223,081,000,000	271,939,000,000	271,939,000,000	271,939,000,000	271,939,000,000	216,410,000,000	216,410,000,000	216,410,000,000	216,410,000,000	160,906,000,000	160,906,000,000	160,906,000,000	160,906,000,000	141,542,000,000	141,542,000,000	141,542,000,000	141,542,000,000
